"colour"	"from"	"to"	"x"	"y"	"xend"	"yend"	"label"	"PANEL"	"group"	".selfie"	"weight"	".samegroup"	"ymax"	"xmax"	"width"	"linetype"	"fontsize"	"shape"	"arrowsize"	"size"	"fill"	"alpha"	"stroke"	"linewidth"	"angle"	"vjust"	"hjust"	"curvature"	"type"
"#BB8714"	"Family_XIII(100):Otu00306"	"Family_XIII(100):Otu00306"	0.445871584192679	0.0101789158727557	0.445871584192679	0.0101789158727557	"Family_XIII(100):Otu00306"	1	192	NA	1	TRUE	NA	0.445871584192679	0.75	"solid"	3.5	19	1	5	NA	NA	0.5	0.5	0	0	0.5	0	"16S"
"#BC5266"	"IL6"	"IL6"	0.373143867120403	0.0726192890566182	0.373143867120403	0.0726192890566182	"IL6"	1	529	NA	1	TRUE	NA	0.373143867120403	0.75	"solid"	3.5	19	1	5	NA	NA	0.5	0.5	0	0	0.5	0	"barrier"
"#7B6B4D"	"isobutyrate"	"isobutyrate"	0.262736891259583	0.871114541058742	0.262736891259583	0.871114541058742	"isobutyrate"	1	609	NA	1	TRUE	NA	0.262736891259583	0.75	"solid"	3.5	19	1	5	NA	NA	0.5	0.5	0	0	0.5	0	"VFA"
"#BB8714"	"Lachnoclostridium(100):Otu00059"	"Lachnoclostridium(100):Otu00059"	0	0.339766303371466	0	0.339766303371466	"Lachnoclostridium(100):Otu00059"	1	215	NA	1	TRUE	NA	0	0.75	"solid"	3.5	19	1	5	NA	NA	0.5	0.5	0	0	0.5	0	"16S"
"#BB8714"	"Lactobacillaceae(100):Otu00051"	"Lactobacillaceae(100):Otu00051"	1	0.486912139741477	1	0.486912139741477	"Lactobacillaceae(100):Otu00051"	1	284	NA	1	TRUE	NA	1	0.75	"solid"	3.5	19	1	5	NA	NA	0.5	0.5	0	0	0.5	0	"16S"
"#BB8714"	"Megasphaera(100):Otu00101"	"Megasphaera(100):Otu00101"	0.302370683140911	0.146697648465951	0.302370683140911	0.146697648465951	"Megasphaera(100):Otu00101"	1	297	NA	1	TRUE	NA	0.302370683140911	0.75	"solid"	3.5	19	1	5	NA	NA	0.5	0.5	0	0	0.5	0	"16S"
"#BB8714"	"Mucispirillum(100):Otu00156"	"Mucispirillum(100):Otu00156"	0.158887278666313	0.758546113623682	0.158887278666313	0.758546113623682	"Mucispirillum(100):Otu00156"	1	309	NA	1	TRUE	NA	0.158887278666313	0.75	"solid"	3.5	19	1	5	NA	NA	0.5	0.5	0	0	0.5	0	"16S"
"#BC5266"	"ng IgA/mg dry contents"	"ng IgA/mg dry contents"	0.564068595956025	0.219453592544919	0.564068595956025	0.219453592544919	"ng IgA/mg dry contents"	1	539	NA	1	TRUE	NA	0.564068595956025	0.75	"solid"	3.5	19	1	5	NA	NA	0.5	0.5	0	0	0.5	0	"barrier"
"#BB8714"	"Prevotella_1(100):Otu00024"	"Prevotella_1(100):Otu00024"	0.798156922529492	0.701042175049788	0.798156922529492	0.701042175049788	"Prevotella_1(100):Otu00024"	1	327	NA	1	TRUE	NA	0.798156922529492	0.75	"solid"	3.5	19	1	5	NA	NA	0.5	0.5	0	0	0.5	0	"16S"
"#BB8714"	"Prevotella_2(100):Otu00005"	"Prevotella_2(100):Otu00005"	0.63872190916744	0.117199732144101	0.63872190916744	0.117199732144101	"Prevotella_2(100):Otu00005"	1	328	NA	1	TRUE	NA	0.63872190916744	0.75	"solid"	3.5	19	1	5	NA	NA	0.5	0.5	0	0	0.5	0	"16S"
"#BB8714"	"Prevotellaceae(100):Otu00025"	"Prevotellaceae(100):Otu00025"	0.108989568001482	0.20728188943692	0.108989568001482	0.20728188943692	"Prevotellaceae(100):Otu00025"	1	343	NA	1	TRUE	NA	0.108989568001482	0.75	"solid"	3.5	19	1	5	NA	NA	0.5	0.5	0	0	0.5	0	"16S"
"#BB8714"	"Prevotellaceae(100):Otu00026"	"Prevotellaceae(100):Otu00026"	0.532315533871025	0.0149274237732231	0.532315533871025	0.0149274237732231	"Prevotellaceae(100):Otu00026"	1	344	NA	1	TRUE	NA	0.532315533871025	0.75	"solid"	3.5	19	1	5	NA	NA	0.5	0.5	0	0	0.5	0	"16S"
"#BB8714"	"Prevotellaceae(100):Otu00309"	"Prevotellaceae(100):Otu00309"	0.0366699915889591	0.416318780076144	0.0366699915889591	0.416318780076144	"Prevotellaceae(100):Otu00309"	1	364	NA	1	TRUE	NA	0.0366699915889591	0.75	"solid"	3.5	19	1	5	NA	NA	0.5	0.5	0	0	0.5	0	"16S"
"#7B6B4D"	"propionate"	"propionate"	0.225954694643571	0.622953261261101	0.225954694643571	0.622953261261101	"propionate"	1	614	NA	1	TRUE	NA	0.225954694643571	0.75	"solid"	3.5	19	1	5	NA	NA	0.5	0.5	0	0	0.5	0	"VFA"
"#BB8714"	"Proteobacteria_unclassified(99):Otu00319"	"Proteobacteria_unclassified(99):Otu00319"	0.449804140819364	1	0.449804140819364	1	"Proteobacteria_unclassified(99):Otu00319"	1	384	NA	1	TRUE	NA	0.449804140819364	0.75	"solid"	3.5	19	1	5	NA	NA	0.5	0.5	0	0	0.5	0	"16S"
"#BB8714"	"Ruminococcaceae(100):Otu00230"	"Ruminococcaceae(100):Otu00230"	0.605427371403084	0.0569282536520474	0.605427371403084	0.0569282536520474	"Ruminococcaceae(100):Otu00230"	1	423	NA	1	TRUE	NA	0.605427371403084	0.75	"solid"	3.5	19	1	5	NA	NA	0.5	0.5	0	0	0.5	0	"16S"
"#BB8714"	"Sharpea(100):Otu00285"	"Sharpea(100):Otu00285"	0.980743900923386	0.29494482023989	0.980743900923386	0.29494482023989	"Sharpea(100):Otu00285"	1	477	NA	1	TRUE	NA	0.980743900923386	0.75	"solid"	3.5	19	1	5	NA	NA	0.5	0.5	0	0	0.5	0	"16S"
"#BB8714"	"Succinivibrio(100):Otu00021"	"Succinivibrio(100):Otu00021"	0.0247835028721437	0.586517209647199	0.0247835028721437	0.586517209647199	"Succinivibrio(100):Otu00021"	1	485	NA	1	TRUE	NA	0.0247835028721437	0.75	"solid"	3.5	19	1	5	NA	NA	0.5	0.5	0	0	0.5	0	"16S"
"#7B6B4D"	"valerate"	"valerate"	0.619632934955753	0.329873115169553	0.619632934955753	0.329873115169553	"valerate"	1	616	NA	1	TRUE	NA	0.619632934955753	0.75	"solid"	3.5	19	1	5	NA	NA	0.5	0.5	0	0	0.5	0	"VFA"
"#BB8714"	"Veillonellaceae(100):Otu00017"	"Veillonellaceae(100):Otu00017"	0.603121364788966	0.970629747080507	0.603121364788966	0.970629747080507	"Veillonellaceae(100):Otu00017"	1	515	NA	1	TRUE	NA	0.603121364788966	0.75	"solid"	3.5	19	1	5	NA	NA	0.5	0.5	0	0	0.5	0	"16S"
