"pig"	"node"	"value"	"scale_lab"	"treatment"
"74"	"CD3-/CD4+/CD8a+/FoxP3-/CD25-"	0.00117207121727968	"proportion of live single cells"	"RPS"
"75"	"CD3-/CD4+/CD8a+/FoxP3-/CD25-"	0.00091297520359347	"proportion of live single cells"	"RPS"
"76"	"CD3-/CD4+/CD8a+/FoxP3-/CD25-"	0.000408524545516443	"proportion of live single cells"	"RPS"
"77"	"CD3-/CD4+/CD8a+/FoxP3-/CD25-"	0.000447172649294687	"proportion of live single cells"	"RPS"
"78"	"CD3-/CD4+/CD8a+/FoxP3-/CD25-"	0.00227737226277372	"proportion of live single cells"	"RPS"
"79"	"CD3-/CD4+/CD8a+/FoxP3-/CD25-"	0.00156916896811449	"proportion of live single cells"	"RPS"
"80"	"CD3-/CD4+/CD8a+/FoxP3-/CD25-"	0.00660314190059233	"proportion of live single cells"	"RPS"
"67"	"CD3-/CD4+/CD8a-/FoxP3-/CD25-"	0.00132005280211208	"proportion of live single cells"	"control"
"68"	"CD3-/CD4+/CD8a-/FoxP3-/CD25-"	0.00657673981611972	"proportion of live single cells"	"control"
"69"	"CD3-/CD4+/CD8a-/FoxP3-/CD25-"	0.0119116190125107	"proportion of live single cells"	"control"
"70"	"CD3-/CD4+/CD8a-/FoxP3-/CD25-"	0.00485905804525364	"proportion of live single cells"	"control"
"71"	"CD3-/CD4+/CD8a-/FoxP3-/CD25-"	0.00318660774983005	"proportion of live single cells"	"control"
"72"	"CD3-/CD4+/CD8a-/FoxP3-/CD25-"	0.00305093677626926	"proportion of live single cells"	"control"
"73"	"CD3-/CD4+/CD8a-/FoxP3-/CD25-"	0.00206767958351026	"proportion of live single cells"	"control"
"74"	"CD3-/CD4+/CD8a-/FoxP3-/CD25-"	0.00251158117988503	"proportion of live single cells"	"RPS"
"75"	"CD3-/CD4+/CD8a-/FoxP3-/CD25-"	0.00270240660263667	"proportion of live single cells"	"RPS"
"76"	"CD3-/CD4+/CD8a-/FoxP3-/CD25-"	0.00170218560631851	"proportion of live single cells"	"RPS"
"77"	"CD3-/CD4+/CD8a-/FoxP3-/CD25-"	0.00150412618399122	"proportion of live single cells"	"RPS"
"78"	"CD3-/CD4+/CD8a-/FoxP3-/CD25-"	0.00437956204379562	"proportion of live single cells"	"RPS"
"79"	"CD3-/CD4+/CD8a-/FoxP3-/CD25-"	0.00659050966608084	"proportion of live single cells"	"RPS"
"80"	"CD3-/CD4+/CD8a-/FoxP3-/CD25-"	0.0178315735256245	"proportion of live single cells"	"RPS"
"67"	"CD3-/CD4-/CD8a-/FoxP3-/CD25+"	0.00664026561062443	"proportion of live single cells"	"control"
"68"	"CD3-/CD4-/CD8a-/FoxP3-/CD25+"	0.00785182202536742	"proportion of live single cells"	"control"
"69"	"CD3-/CD4-/CD8a-/FoxP3-/CD25+"	0.0213003709421008	"proportion of live single cells"	"control"
"70"	"CD3-/CD4-/CD8a-/FoxP3-/CD25+"	0.0102742733366508	"proportion of live single cells"	"control"
"71"	"CD3-/CD4-/CD8a-/FoxP3-/CD25+"	0.0526710854294131	"proportion of live single cells"	"control"
"72"	"CD3-/CD4-/CD8a-/FoxP3-/CD25+"	0.00933309295649641	"proportion of live single cells"	"control"
"73"	"CD3-/CD4-/CD8a-/FoxP3-/CD25+"	0.0148983698561855	"proportion of live single cells"	"control"
"74"	"CD3-/CD4-/CD8a-/FoxP3-/CD25+"	0.00602779483172406	"proportion of live single cells"	"RPS"
"75"	"CD3-/CD4-/CD8a-/FoxP3-/CD25+"	0.00708468757988533	"proportion of live single cells"	"RPS"
"76"	"CD3-/CD4-/CD8a-/FoxP3-/CD25+"	0.0151154081841084	"proportion of live single cells"	"RPS"
"77"	"CD3-/CD4-/CD8a-/FoxP3-/CD25+"	0.00345542501727713	"proportion of live single cells"	"RPS"
"78"	"CD3-/CD4-/CD8a-/FoxP3-/CD25+"	0.0171094890510949	"proportion of live single cells"	"RPS"
"79"	"CD3-/CD4-/CD8a-/FoxP3-/CD25+"	0.0129299522972634	"proportion of live single cells"	"RPS"
"80"	"CD3-/CD4-/CD8a-/FoxP3-/CD25+"	0.0301107391192377	"proportion of live single cells"	"RPS"
"67"	"CD3-/CD4-/CD8a-/FoxP3+/CD25-"	0.0222408896355854	"proportion of live single cells"	"control"
"68"	"CD3-/CD4-/CD8a-/FoxP3+/CD25-"	0.0101335480840212	"proportion of live single cells"	"control"
"69"	"CD3-/CD4-/CD8a-/FoxP3+/CD25-"	0.0126143354146027	"proportion of live single cells"	"control"
"70"	"CD3-/CD4-/CD8a-/FoxP3+/CD25-"	0.0139624740216023	"proportion of live single cells"	"control"
"71"	"CD3-/CD4-/CD8a-/FoxP3+/CD25-"	0.0038097665986857	"proportion of live single cells"	"control"
"72"	"CD3-/CD4-/CD8a-/FoxP3+/CD25-"	0.00436838674784008	"proportion of live single cells"	"control"
"73"	"CD3-/CD4-/CD8a-/FoxP3+/CD25-"	0.0040799748924622	"proportion of live single cells"	"control"
"74"	"CD3-/CD4-/CD8a-/FoxP3+/CD25-"	0.00792543394541497	"proportion of live single cells"	"RPS"
"75"	"CD3-/CD4-/CD8a-/FoxP3+/CD25-"	0.00781506774276011	"proportion of live single cells"	"RPS"
"76"	"CD3-/CD4-/CD8a-/FoxP3+/CD25-"	0.0136855722748008	"proportion of live single cells"	"RPS"
"77"	"CD3-/CD4-/CD8a-/FoxP3+/CD25-"	0.00581324444083093	"proportion of live single cells"	"RPS"
"78"	"CD3-/CD4-/CD8a-/FoxP3+/CD25-"	0.00607299270072993	"proportion of live single cells"	"RPS"
"79"	"CD3-/CD4-/CD8a-/FoxP3+/CD25-"	0.0219683655536028	"proportion of live single cells"	"RPS"
"80"	"CD3-/CD4-/CD8a-/FoxP3+/CD25-"	0.00303888745815091	"proportion of live single cells"	"RPS"
"67"	"CD3-/CD4-/CD8a-/FoxP3-/CD25-"	0.314732589303572	"proportion of live single cells"	"control"
"68"	"CD3-/CD4-/CD8a-/FoxP3-/CD25-"	0.313670223474935	"proportion of live single cells"	"control"
"69"	"CD3-/CD4-/CD8a-/FoxP3-/CD25-"	0.200193535009101	"proportion of live single cells"	"control"
"70"	"CD3-/CD4-/CD8a-/FoxP3-/CD25-"	0.226824342124521	"proportion of live single cells"	"control"
"71"	"CD3-/CD4-/CD8a-/FoxP3-/CD25-"	0.145082710174484	"proportion of live single cells"	"control"
"72"	"CD3-/CD4-/CD8a-/FoxP3-/CD25-"	0.258372741266693	"proportion of live single cells"	"control"
"73"	"CD3-/CD4-/CD8a-/FoxP3-/CD25-"	0.147506784573633	"proportion of live single cells"	"control"
"74"	"CD3-/CD4-/CD8a-/FoxP3-/CD25-"	0.253167382932411	"proportion of live single cells"	"RPS"
"75"	"CD3-/CD4-/CD8a-/FoxP3-/CD25-"	0.334404557572216	"proportion of live single cells"	"RPS"
"76"	"CD3-/CD4-/CD8a-/FoxP3-/CD25-"	0.371008374753183	"proportion of live single cells"	"RPS"
"77"	"CD3-/CD4-/CD8a-/FoxP3-/CD25-"	0.216960039025977	"proportion of live single cells"	"RPS"
"78"	"CD3-/CD4-/CD8a-/FoxP3-/CD25-"	0.299970802919708	"proportion of live single cells"	"RPS"
"79"	"CD3-/CD4-/CD8a-/FoxP3-/CD25-"	0.381935726839066	"proportion of live single cells"	"RPS"
"80"	"CD3-/CD4-/CD8a-/FoxP3-/CD25-"	0.247386041720319	"proportion of live single cells"	"RPS"
"67"	"CD3+/CD4-/CD8a+/FoxP3-/CD25+"	0.0173206928277131	"proportion of live single cells"	"control"
"68"	"CD3+/CD4-/CD8a+/FoxP3-/CD25+"	0.0241594523857459	"proportion of live single cells"	"control"
"69"	"CD3+/CD4-/CD8a+/FoxP3-/CD25+"	0.0602608114646453	"proportion of live single cells"	"control"
"70"	"CD3+/CD4-/CD8a+/FoxP3-/CD25+"	0.0486198518865439	"proportion of live single cells"	"control"
"71"	"CD3+/CD4-/CD8a+/FoxP3-/CD25+"	0.083559936551099	"proportion of live single cells"	"control"
"72"	"CD3+/CD4-/CD8a+/FoxP3-/CD25+"	0.0279299393973013	"proportion of live single cells"	"control"
"73"	"CD3+/CD4-/CD8a+/FoxP3-/CD25+"	0.0449904923662008	"proportion of live single cells"	"control"
"74"	"CD3+/CD4-/CD8a+/FoxP3-/CD25+"	0.013450912541162	"proportion of live single cells"	"RPS"
"75"	"CD3+/CD4-/CD8a+/FoxP3-/CD25+"	0.0119417156630026	"proportion of live single cells"	"RPS"
"76"	"CD3+/CD4-/CD8a+/FoxP3-/CD25+"	0.00483420712194458	"proportion of live single cells"	"RPS"
"77"	"CD3+/CD4-/CD8a+/FoxP3-/CD25+"	0.0203260295133949	"proportion of live single cells"	"RPS"
"78"	"CD3+/CD4-/CD8a+/FoxP3-/CD25+"	0.0163503649635037	"proportion of live single cells"	"RPS"
"79"	"CD3+/CD4-/CD8a+/FoxP3-/CD25+"	0.0147501883002762	"proportion of live single cells"	"RPS"
"80"	"CD3+/CD4-/CD8a+/FoxP3-/CD25+"	0.0182848313159928	"proportion of live single cells"	"RPS"
"67"	"CD3+/CD4-/CD8a+/FoxP3+/CD25+"	0.0015600624024961	"proportion of live single cells"	"control"
"68"	"CD3+/CD4-/CD8a+/FoxP3+/CD25+"	0.000469767129722837	"proportion of live single cells"	"control"
"69"	"CD3+/CD4-/CD8a+/FoxP3+/CD25+"	0.000426237817662374	"proportion of live single cells"	"control"
"70"	"CD3+/CD4-/CD8a+/FoxP3+/CD25+"	0.000321985774083072	"proportion of live single cells"	"control"
"71"	"CD3+/CD4-/CD8a+/FoxP3+/CD25+"	0.000439043734421029	"proportion of live single cells"	"control"
"72"	"CD3+/CD4-/CD8a+/FoxP3+/CD25+"	0.00134518576044599	"proportion of live single cells"	"control"
"73"	"CD3+/CD4-/CD8a+/FoxP3+/CD25+"	0.000258459947938782	"proportion of live single cells"	"control"
"74"	"CD3+/CD4-/CD8a+/FoxP3+/CD25+"	0.00161857453814813	"proportion of live single cells"	"RPS"
"75"	"CD3+/CD4-/CD8a+/FoxP3+/CD25+"	0.00204506445604937	"proportion of live single cells"	"RPS"
"76"	"CD3+/CD4-/CD8a+/FoxP3+/CD25+"	0.00354054606114251	"proportion of live single cells"	"RPS"
"77"	"CD3+/CD4-/CD8a+/FoxP3+/CD25+"	0.00174803853815196	"proportion of live single cells"	"RPS"
"78"	"CD3+/CD4-/CD8a+/FoxP3+/CD25+"	0.000642335766423358	"proportion of live single cells"	"RPS"
"79"	"CD3+/CD4-/CD8a+/FoxP3+/CD25+"	0.000502134069796636	"proportion of live single cells"	"RPS"
"80"	"CD3+/CD4-/CD8a+/FoxP3+/CD25+"	0.000381148596446047	"proportion of live single cells"	"RPS"
"67"	"CD3+/CD4-/CD8a+/FoxP3-/CD25-"	0.364534581383255	"proportion of live single cells"	"control"
"68"	"CD3+/CD4-/CD8a+/FoxP3-/CD25-"	0.391785786188846	"proportion of live single cells"	"control"
"69"	"CD3+/CD4-/CD8a+/FoxP3-/CD25-"	0.385007948759302	"proportion of live single cells"	"control"
"70"	"CD3+/CD4-/CD8a+/FoxP3-/CD25-"	0.429441208324796	"proportion of live single cells"	"control"
"71"	"CD3+/CD4-/CD8a+/FoxP3-/CD25-"	0.359987536823023	"proportion of live single cells"	"control"
"72"	"CD3+/CD4-/CD8a+/FoxP3-/CD25-"	0.386290199559001	"proportion of live single cells"	"control"
"73"	"CD3+/CD4-/CD8a+/FoxP3-/CD25-"	0.474421695866487	"proportion of live single cells"	"control"
"74"	"CD3+/CD4-/CD8a+/FoxP3-/CD25-"	0.330021767036892	"proportion of live single cells"	"RPS"
"75"	"CD3+/CD4-/CD8a+/FoxP3-/CD25-"	0.272577876784867	"proportion of live single cells"	"RPS"
"76"	"CD3+/CD4-/CD8a+/FoxP3-/CD25-"	0.183495608361136	"proportion of live single cells"	"RPS"
"77"	"CD3+/CD4-/CD8a+/FoxP3-/CD25-"	0.323631041912273	"proportion of live single cells"	"RPS"
"78"	"CD3+/CD4-/CD8a+/FoxP3-/CD25-"	0.241051094890511	"proportion of live single cells"	"RPS"
"79"	"CD3+/CD4-/CD8a+/FoxP3-/CD25-"	0.210645242279689	"proportion of live single cells"	"RPS"
"80"	"CD3+/CD4-/CD8a+/FoxP3-/CD25-"	0.249405099150142	"proportion of live single cells"	"RPS"
"67"	"CD3+/CD4+/CD8a+/FoxP3-/CD25+"	0.00284011360454418	"proportion of live single cells"	"control"
"68"	"CD3+/CD4+/CD8a+/FoxP3-/CD25+"	0.00275149318837662	"proportion of live single cells"	"control"
"69"	"CD3+/CD4+/CD8a+/FoxP3-/CD25+"	0.0211736515909039	"proportion of live single cells"	"control"
"70"	"CD3+/CD4+/CD8a+/FoxP3-/CD25+"	0.00924977314638644	"proportion of live single cells"	"control"
"71"	"CD3+/CD4+/CD8a+/FoxP3-/CD25+"	0.027546453659642	"proportion of live single cells"	"control"
"72"	"CD3+/CD4+/CD8a+/FoxP3-/CD25+"	0.0072390408964207	"proportion of live single cells"	"control"
"73"	"CD3+/CD4+/CD8a+/FoxP3-/CD25+"	0.0151752912289771	"proportion of live single cells"	"control"
"74"	"CD3+/CD4+/CD8a+/FoxP3-/CD25+"	0.00329296199140481	"proportion of live single cells"	"RPS"
"75"	"CD3+/CD4+/CD8a+/FoxP3-/CD25+"	0.00522221816455465	"proportion of live single cells"	"RPS"
"76"	"CD3+/CD4+/CD8a+/FoxP3-/CD25+"	0.00626404303125213	"proportion of live single cells"	"RPS"
"77"	"CD3+/CD4+/CD8a+/FoxP3-/CD25+"	0.00304890442700923	"proportion of live single cells"	"RPS"
"78"	"CD3+/CD4+/CD8a+/FoxP3-/CD25+"	0.013021897810219	"proportion of live single cells"	"RPS"
"79"	"CD3+/CD4+/CD8a+/FoxP3-/CD25+"	0.00828521215164449	"proportion of live single cells"	"RPS"
"80"	"CD3+/CD4+/CD8a+/FoxP3-/CD25+"	0.0168632500643832	"proportion of live single cells"	"RPS"
"67"	"CD3+/CD4+/CD8a+/FoxP3+/CD25+"	0.00376015040601624	"proportion of live single cells"	"control"
"68"	"CD3+/CD4+/CD8a+/FoxP3+/CD25+"	0.00268438359841621	"proportion of live single cells"	"control"
"69"	"CD3+/CD4+/CD8a+/FoxP3+/CD25+"	0.0100684284496463	"proportion of live single cells"	"control"
"70"	"CD3+/CD4+/CD8a+/FoxP3+/CD25+"	0.00623481544360858	"proportion of live single cells"	"control"
"71"	"CD3+/CD4+/CD8a+/FoxP3+/CD25+"	0.0354067527758894	"proportion of live single cells"	"control"
"72"	"CD3+/CD4+/CD8a+/FoxP3+/CD25+"	0.0138817623320251	"proportion of live single cells"	"control"
"73"	"CD3+/CD4+/CD8a+/FoxP3+/CD25+"	0.0131629959200251	"proportion of live single cells"	"control"
"74"	"CD3+/CD4+/CD8a+/FoxP3+/CD25+"	0.00641848523748395	"proportion of live single cells"	"RPS"
"75"	"CD3+/CD4+/CD8a+/FoxP3+/CD25+"	0.011466968557134	"proportion of live single cells"	"RPS"
"76"	"CD3+/CD4+/CD8a+/FoxP3+/CD25+"	0.0140940968203173	"proportion of live single cells"	"RPS"
"77"	"CD3+/CD4+/CD8a+/FoxP3+/CD25+"	0.00414651002073255	"proportion of live single cells"	"RPS"
"78"	"CD3+/CD4+/CD8a+/FoxP3+/CD25+"	0.0191532846715328	"proportion of live single cells"	"RPS"
"79"	"CD3+/CD4+/CD8a+/FoxP3+/CD25+"	0.0195204619633442	"proportion of live single cells"	"RPS"
"80"	"CD3+/CD4+/CD8a+/FoxP3+/CD25+"	0.0292866340458408	"proportion of live single cells"	"RPS"
"67"	"CD3+/CD4+/CD8a+/FoxP3+/CD25-"	0.0031201248049922	"proportion of live single cells"	"control"
"68"	"CD3+/CD4+/CD8a+/FoxP3+/CD25-"	0.00610697268639689	"proportion of live single cells"	"control"
"69"	"CD3+/CD4+/CD8a+/FoxP3+/CD25-"	0.0141349676289657	"proportion of live single cells"	"control"
"70"	"CD3+/CD4+/CD8a+/FoxP3+/CD25-"	0.00971811609050727	"proportion of live single cells"	"control"
"71"	"CD3+/CD4+/CD8a+/FoxP3+/CD25-"	0.00903580330840698	"proportion of live single cells"	"control"
"72"	"CD3+/CD4+/CD8a+/FoxP3+/CD25-"	0.0263073957481036	"proportion of live single cells"	"control"
"73"	"CD3+/CD4+/CD8a+/FoxP3+/CD25-"	0.0141414514372219	"proportion of live single cells"	"control"
"74"	"CD3+/CD4+/CD8a+/FoxP3+/CD25-"	0.00625104649215829	"proportion of live single cells"	"RPS"
"75"	"CD3+/CD4+/CD8a+/FoxP3+/CD25-"	0.00821677683234123	"proportion of live single cells"	"RPS"
"76"	"CD3+/CD4+/CD8a+/FoxP3+/CD25-"	0.0125280860625043	"proportion of live single cells"	"RPS"
"77"	"CD3+/CD4+/CD8a+/FoxP3+/CD25-"	0.00540672385056303	"proportion of live single cells"	"RPS"
"78"	"CD3+/CD4+/CD8a+/FoxP3+/CD25-"	0.0203211678832117	"proportion of live single cells"	"RPS"
"79"	"CD3+/CD4+/CD8a+/FoxP3+/CD25-"	0.0197715289982425	"proportion of live single cells"	"RPS"
"80"	"CD3+/CD4+/CD8a+/FoxP3+/CD25-"	0.0302755601339171	"proportion of live single cells"	"RPS"
"67"	"CD3+/CD4+/CD8a+/FoxP3-/CD25-"	0.0271210848433937	"proportion of live single cells"	"control"
"68"	"CD3+/CD4+/CD8a+/FoxP3-/CD25-"	0.0298637675323804	"proportion of live single cells"	"control"
"69"	"CD3+/CD4+/CD8a+/FoxP3-/CD25-"	0.110718153123056	"proportion of live single cells"	"control"
"70"	"CD3+/CD4+/CD8a+/FoxP3-/CD25-"	0.0949858033545063	"proportion of live single cells"	"control"
"71"	"CD3+/CD4+/CD8a+/FoxP3-/CD25-"	0.130466802628597	"proportion of live single cells"	"control"
"72"	"CD3+/CD4+/CD8a+/FoxP3-/CD25-"	0.0564700661498565	"proportion of live single cells"	"control"
"73"	"CD3+/CD4+/CD8a+/FoxP3-/CD25-"	0.0959255635349936	"proportion of live single cells"	"control"
"74"	"CD3+/CD4+/CD8a+/FoxP3-/CD25-"	0.0501758106825919	"proportion of live single cells"	"RPS"
"75"	"CD3+/CD4+/CD8a+/FoxP3-/CD25-"	0.0634700361538181	"proportion of live single cells"	"RPS"
"76"	"CD3+/CD4+/CD8a+/FoxP3-/CD25-"	0.0497038197045006	"proportion of live single cells"	"RPS"
"77"	"CD3+/CD4+/CD8a+/FoxP3-/CD25-"	0.0456522622870848	"proportion of live single cells"	"RPS"
"78"	"CD3+/CD4+/CD8a+/FoxP3-/CD25-"	0.0955328467153285	"proportion of live single cells"	"RPS"
"79"	"CD3+/CD4+/CD8a+/FoxP3-/CD25-"	0.052096409741401	"proportion of live single cells"	"RPS"
"80"	"CD3+/CD4+/CD8a+/FoxP3-/CD25-"	0.0960185423641514	"proportion of live single cells"	"RPS"
"67"	"CD3+/CD4+/CD8a-/FoxP3-/CD25+"	0.00288011520460818	"proportion of live single cells"	"control"
"68"	"CD3+/CD4+/CD8a-/FoxP3-/CD25+"	0.00429501375746594	"proportion of live single cells"	"control"
"69"	"CD3+/CD4+/CD8a-/FoxP3-/CD25+"	0.0106789853235951	"proportion of live single cells"	"control"
"70"	"CD3+/CD4+/CD8a-/FoxP3-/CD25+"	0.00295641483476276	"proportion of live single cells"	"control"
"71"	"CD3+/CD4+/CD8a-/FoxP3-/CD25+"	0.023170179016542	"proportion of live single cells"	"control"
"72"	"CD3+/CD4+/CD8a-/FoxP3-/CD25+"	0.00563036514166054	"proportion of live single cells"	"control"
"73"	"CD3+/CD4+/CD8a-/FoxP3-/CD25+"	0.012849151697528	"proportion of live single cells"	"control"
"74"	"CD3+/CD4+/CD8a-/FoxP3-/CD25+"	0.00357202656694759	"proportion of live single cells"	"RPS"
"75"	"CD3+/CD4+/CD8a-/FoxP3-/CD25+"	0.00456487601796735	"proportion of live single cells"	"RPS"
"76"	"CD3+/CD4+/CD8a-/FoxP3-/CD25+"	0.0057193436372302	"proportion of live single cells"	"RPS"
"77"	"CD3+/CD4+/CD8a-/FoxP3-/CD25+"	0.00333346884019676	"proportion of live single cells"	"RPS"
"78"	"CD3+/CD4+/CD8a-/FoxP3-/CD25+"	0.0115620437956204	"proportion of live single cells"	"RPS"
"79"	"CD3+/CD4+/CD8a-/FoxP3-/CD25+"	0.0112980165704243	"proportion of live single cells"	"RPS"
"80"	"CD3+/CD4+/CD8a-/FoxP3-/CD25+"	0.0199845480298738	"proportion of live single cells"	"RPS"
"67"	"CD3+/CD4+/CD8a-/FoxP3+/CD25+"	0.00132005280211208	"proportion of live single cells"	"control"
"68"	"CD3+/CD4+/CD8a-/FoxP3+/CD25+"	0.00288571236829743	"proportion of live single cells"	"control"
"69"	"CD3+/CD4+/CD8a-/FoxP3+/CD25+"	0.0017395110937032	"proportion of live single cells"	"control"
"70"	"CD3+/CD4+/CD8a-/FoxP3+/CD25+"	0.000761057284196353	"proportion of live single cells"	"control"
"71"	"CD3+/CD4+/CD8a-/FoxP3+/CD25+"	0.00396555631089961	"proportion of live single cells"	"control"
"72"	"CD3+/CD4+/CD8a-/FoxP3+/CD25+"	0.00395234991471245	"proportion of live single cells"	"control"
"73"	"CD3+/CD4+/CD8a-/FoxP3+/CD25+"	0.00227075525689073	"proportion of live single cells"	"control"
"74"	"CD3+/CD4+/CD8a-/FoxP3+/CD25+"	0.00563710442596417	"proportion of live single cells"	"RPS"
"75"	"CD3+/CD4+/CD8a-/FoxP3+/CD25+"	0.00525873717269839	"proportion of live single cells"	"RPS"
"76"	"CD3+/CD4+/CD8a-/FoxP3+/CD25+"	0.00851092803159256	"proportion of live single cells"	"RPS"
"77"	"CD3+/CD4+/CD8a-/FoxP3+/CD25+"	0.00569128826375056	"proportion of live single cells"	"RPS"
"78"	"CD3+/CD4+/CD8a-/FoxP3+/CD25+"	0.00630656934306569	"proportion of live single cells"	"RPS"
"79"	"CD3+/CD4+/CD8a-/FoxP3+/CD25+"	0.00470750690434346	"proportion of live single cells"	"RPS"
"80"	"CD3+/CD4+/CD8a-/FoxP3+/CD25+"	0.00665464846767963	"proportion of live single cells"	"RPS"
"67"	"CD3+/CD4+/CD8a-/FoxP3+/CD25-"	0.000440017600704028	"proportion of live single cells"	"control"
"68"	"CD3+/CD4+/CD8a-/FoxP3+/CD25-"	0.0038252466277431	"proportion of live single cells"	"control"
"69"	"CD3+/CD4+/CD8a-/FoxP3+/CD25-"	0.00155519203741677	"proportion of live single cells"	"control"
"70"	"CD3+/CD4+/CD8a-/FoxP3+/CD25-"	0.00102450019026432	"proportion of live single cells"	"control"
"71"	"CD3+/CD4+/CD8a-/FoxP3+/CD25-"	0.00130296850215273	"proportion of live single cells"	"control"
"72"	"CD3+/CD4+/CD8a-/FoxP3+/CD25-"	0.0032312194039579	"proportion of live single cells"	"control"
"73"	"CD3+/CD4+/CD8a-/FoxP3+/CD25-"	0.00225229383203796	"proportion of live single cells"	"control"
"74"	"CD3+/CD4+/CD8a-/FoxP3+/CD25-"	0.00290227158564492	"proportion of live single cells"	"RPS"
"75"	"CD3+/CD4+/CD8a-/FoxP3+/CD25-"	0.00241025453748676	"proportion of live single cells"	"RPS"
"76"	"CD3+/CD4+/CD8a-/FoxP3+/CD25-"	0.00435759515217539	"proportion of live single cells"	"RPS"
"77"	"CD3+/CD4+/CD8a-/FoxP3+/CD25-"	0.00268303589576812	"proportion of live single cells"	"RPS"
"78"	"CD3+/CD4+/CD8a-/FoxP3+/CD25-"	0.00274452554744526	"proportion of live single cells"	"RPS"
"79"	"CD3+/CD4+/CD8a-/FoxP3+/CD25-"	0.00621390911373337	"proportion of live single cells"	"RPS"
"80"	"CD3+/CD4+/CD8a-/FoxP3+/CD25-"	0.00822044810713366	"proportion of live single cells"	"RPS"
"67"	"CD3+/CD4+/CD8a-/FoxP3-/CD25-"	0.0387215488619545	"proportion of live single cells"	"control"
"68"	"CD3+/CD4+/CD8a-/FoxP3-/CD25-"	0.090061069726864	"proportion of live single cells"	"control"
"69"	"CD3+/CD4+/CD8a-/FoxP3-/CD25-"	0.045019929497961	"proportion of live single cells"	"control"
"70"	"CD3+/CD4+/CD8a-/FoxP3-/CD25-"	0.0387261071919913	"proportion of live single cells"	"control"
"71"	"CD3+/CD4+/CD8a-/FoxP3-/CD25-"	0.056211760707002	"proportion of live single cells"	"control"
"72"	"CD3+/CD4+/CD8a-/FoxP3-/CD25-"	0.0833044418865884	"proportion of live single cells"	"control"
"73"	"CD3+/CD4+/CD8a-/FoxP3-/CD25-"	0.079273358317795	"proportion of live single cells"	"control"
"74"	"CD3+/CD4+/CD8a-/FoxP3-/CD25-"	0.170061952335771	"proportion of live single cells"	"RPS"
"75"	"CD3+/CD4+/CD8a-/FoxP3-/CD25-"	0.164262498630537	"proportion of live single cells"	"RPS"
"76"	"CD3+/CD4+/CD8a-/FoxP3-/CD25-"	0.200381289575815	"proportion of live single cells"	"RPS"
"77"	"CD3+/CD4+/CD8a-/FoxP3-/CD25-"	0.25769340217082	"proportion of live single cells"	"RPS"
"78"	"CD3+/CD4+/CD8a-/FoxP3-/CD25-"	0.135007299270073	"proportion of live single cells"	"RPS"
"79"	"CD3+/CD4+/CD8a-/FoxP3-/CD25-"	0.0783329148882752	"proportion of live single cells"	"RPS"
"80"	"CD3+/CD4+/CD8a-/FoxP3-/CD25-"	0.0966160185423642	"proportion of live single cells"	"RPS"
"67"	"CD3+/CD4-/CD8a-/FoxP3+/CD25-"	0.00200008000320013	"proportion of live single cells"	"control"
"68"	"CD3+/CD4-/CD8a-/FoxP3+/CD25-"	0.00174484933897054	"proportion of live single cells"	"control"
"69"	"CD3+/CD4-/CD8a-/FoxP3+/CD25-"	0.000575997050895099	"proportion of live single cells"	"control"
"70"	"CD3+/CD4-/CD8a-/FoxP3+/CD25-"	0.00184410034247578	"proportion of live single cells"	"control"
"71"	"CD3+/CD4-/CD8a-/FoxP3+/CD25-"	0.000297416723317471	"proportion of live single cells"	"control"
"72"	"CD3+/CD4-/CD8a-/FoxP3+/CD25-"	0.000665658933004202	"proportion of live single cells"	"control"
"73"	"CD3+/CD4-/CD8a-/FoxP3+/CD25-"	0.00108922406631344	"proportion of live single cells"	"control"
"74"	"CD3+/CD4-/CD8a-/FoxP3+/CD25-"	0.00301389741586203	"proportion of live single cells"	"RPS"
"75"	"CD3+/CD4-/CD8a-/FoxP3+/CD25-"	0.000986013219880948	"proportion of live single cells"	"RPS"
"76"	"CD3+/CD4-/CD8a-/FoxP3+/CD25-"	0.00292775924286784	"proportion of live single cells"	"RPS"
"77"	"CD3+/CD4-/CD8a-/FoxP3+/CD25-"	0.00134151794788406	"proportion of live single cells"	"RPS"
"78"	"CD3+/CD4-/CD8a-/FoxP3+/CD25-"	0.000467153284671533	"proportion of live single cells"	"RPS"
"79"	"CD3+/CD4-/CD8a-/FoxP3+/CD25-"	0.00401707255837309	"proportion of live single cells"	"RPS"
"80"	"CD3+/CD4-/CD8a-/FoxP3+/CD25-"	0.000463559103785733	"proportion of live single cells"	"RPS"
"67"	"propionate"	39.00582	"mM"	"control"
"68"	"propionate"	40.25505	"mM"	"control"
"69"	"propionate"	40.94817	"mM"	"control"
"70"	"propionate"	34.479	"mM"	"control"
"71"	"propionate"	48.11133	"mM"	"control"
"72"	"propionate"	32.5695	"mM"	"control"
"73"	"propionate"	39.37896	"mM"	"control"
"74"	"propionate"	26.26887	"mM"	"RPS"
"75"	"propionate"	30.31776	"mM"	"RPS"
"76"	"propionate"	34.43559	"mM"	"RPS"
"77"	"propionate"	28.84461	"mM"	"RPS"
"78"	"propionate"	33.80766	"mM"	"RPS"
"79"	"propionate"	37.91088	"mM"	"RPS"
"80"	"propionate"	30.21057	"mM"	"RPS"
"67"	"isobutyrate"	0	"mM"	"control"
